"occurrence_id","aircraft_id","registration","operator_id","equipment","manufacturer","model","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_country","registration_category","registration_aviation","origin_flight","destination_flight","operation_phase","type_operation","damage_level","fatalities_amount","classification","type.of.occurrence","localization","fu","country","aerodrome","occurrence_day","time","under_investigation","investigating_command","investigation_status","report_number","published_report","publication_day","recommendation_amount","aircrafts_involved","takeoff"
27490,9163,"PTVBM",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-712","PISTON",1,2550,4,1985,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE ON THE GROUND","WENCESLAU GUIMARÃES","BA","BRAZIL","****","2006-07-23","16:00:00","YES","SERIPA-2","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27531,2871,"PPGLW",3992,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1992,"BRAZIL","TPP","PRIVATE","****","****","UNKNOWN","PRIVATE","UNKNOWN",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","JOINVILLE","SC","BRAZIL","****","2006-08-20","13:00:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27532,9165,"PTVRG",4834,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-810D","PISTON",2,4750,6,1994,"BRAZIL","TPR","REGULAR","****","****","UNKNOWN","REGULAR","UNKNOWN",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","CAMPO GRANDE","MS","BRAZIL","SBCG","2006-08-09","14:55:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,1
27569,5317,"PTIAC",5193,"AIRPLANE","CESSNA AIRCRAFT","310Q","PISTON",2,5299,6,1972,"BRAZIL","TPX","AEROTAXI","****","****","RUN AFTER LANDING","AEROTAXI","UNKNOWN",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","MONTE ALEGRE","PA","BRAZIL","****","2006-05-02","20:00:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27633,34545,"FAP117",5880,"AIRPLANE","CESSNA AIRCRAFT","A-37B","UNKNOWN",0,0,0,0,"","EXT","UNKNOWN","****","****","TAKEOFF","UNKNOWN","DESTROYED",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","PORTO VELHO","RO","BRAZIL","SBPV","2006-08-20","12:56:00","YES","SERIPA-7","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27668,3775,"PPGMV",212,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1992,"BRAZIL","PRI","INSTRUCTION","SBJF","SBJF","TAKEOFF","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","JUIZ DE FORA","MG","BRAZIL","SBJF","2006-09-14","17:45:00","YES","SERIPA-3","FINISHED","",1,"2016-03-18",0,1,1
27671,9172,"PTMQN",4834,"AIRPLANE","FOKKER","F28MK0100","JET",2,97995,115,1992,"BRAZIL","TPR","REGULAR","****","****","ASCENSION","REGULAR","UNKNOWN",NA,"SERIOUS INCIDENT","LOSS OF COMPONENT DURING THE FLIGHT","SÃO PAULO","SP","BRAZIL","SBSP","2006-08-08","16:48:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27689,9173,"PPMPR",3992,"HELICOPTER","ROBINSON HELICOPTER","R44","PISTON",1,2400,4,2000,"BRAZIL","TPP","PRIVATE","SSEJ","SBMT","UNKNOWN","PRIVATE","LIGHT",NA,"ACCIDENT","AIRCRAFTS COLLISION ON THE GROUND","SÃO PAULO","SP","BRAZIL","SBMT","2006-09-04","12:05:00","YES","SERIPA-4","FINISHED","",1,"2010-07-15",1,1,NA
27690,9174,"PPGHU",167,"AIRPLANE","AERO BOERO","AB-180","PISTON",1,1860,2,1992,"BRAZIL","PRI","INSTRUCTION","****","****","TAKEOFF","INSTRUCTION","LIGHT",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CAMPO MOURÃO","PR","BRAZIL","****","2006-09-25","17:40:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27709,9175,"PTVKS",644,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-720D","PISTON",1,3600,7,1989,"BRAZIL","TPX","AEROTAXI","****","****","TAKEOFF","AEROTAXI","LIGHT",NA,"ACCIDENT","ABOUT LANDING GEAR","BOA VISTA","RR","BRAZIL","SBBV","2006-09-22","18:09:00","YES","SERIPA-7","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27729,34546,"N153DL",1634,"AIRPLANE","BOEING COMPANY","767-3P6","JET",2,0,0,1990,"USA","EXT","UNKNOWN","****","****","UNKNOWN","UNKNOWN","UNKNOWN",NA,"SERIOUS INCIDENT","AIRCRAFT HIT BY OBJECT","RIO DE JANEIRO","RJ","BRAZIL","****","2006-07-12","00:00:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27730,9176,"PTHLV",160,"HELICOPTER","HELIBRAS","HB-350B","TURBOSHAFT",1,4299,6,0,"BRAZIL","PIN","INSTRUCTION","****","****","UNKNOWN","INSTRUCTION","UNKNOWN",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","NÃO IDENTIFICADA","SP","BRAZIL","****","2006-08-27","15:00:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27809,9181,"PTNRR",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711B","PISTON",1,2751,4,1979,"BRAZIL","TPP","PRIVATE","SBJC","****","RUN AFTER LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE ON THE GROUND","BAGRE","PA","BRAZIL","****","2006-08-14","13:26:00","YES","SERIPA-1","FINISHED","",1,"2010-04-28",1,1,NA
27811,9182,"PTOUP",3992,"AIRPLANE","CESSNA AIRCRAFT","310Q","PISTON",2,5299,6,1974,"BRAZIL","TPP","PRIVATE","****","****","TAKEOFF","PRIVATE","DESTROYED",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","SÃO MIGUEL DO TAPUIO","PI","BRAZIL","****","2006-09-04","14:05:00","YES","SERIPA-2","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27812,2002,"PTHBJ",4186,"HELICOPTER","BELL HELICOPTER","206B","TURBOSHAFT",1,3198,5,1968,"BRAZIL","TPX","AEROTAXI","****","****","TAKEOFF","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","SÃO JOÃO DO CARÚ","MA","BRAZIL","****","2006-09-27","15:54:00","YES","SERIPA-1","FINISHED","",1,"2010-07-01",1,1,NA
27813,9184,"PPPTD",5009,"AIRPLANE","AEROSPATIALE AND ALENIA","ATR-42-320","TURBOPROP",2,37258,50,1988,"BRAZIL","TPR","REGULAR","****","****","UNKNOWN","REGULAR","UNKNOWN",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","CURITIBA","PR","BRAZIL","****","2006-09-19","11:35:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,1
27834,9185,"PTEKA",3279,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-720C","PISTON",1,3399,7,1976,"BRAZIL","TPX","AEROTAXI","SBSL","SNYE","UNKNOWN","AEROTAXI","DESTROYED",3,"ACCIDENT","LOSS OF COMPONENT DURING THE FLIGHT","PINHEIRO","MA","BRAZIL","****","2006-10-02","20:30:00","YES","SERIPA-1","FINISHED","",1,"2009-07-31",5,1,NA
27852,9186,"PPVQG",5106,"AIRPLANE","MCDONNELL DOUGLAS","MD-11","JET",3,617999,301,1993,"BRAZIL","TPR","REGULAR","****","****","RUN AFTER LANDING","REGULAR","SUBSTANTIAL",NA,"ACCIDENT","ABOUT LANDING GEAR","BRASÍLIA","DF","BRAZIL","SBBR","2006-06-16","13:17:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27853,3508,"PTDOI",4829,"AIRPLANE","CESSNA AIRCRAFT","U206E","PISTON",1,3600,6,1970,"BRAZIL","TPX","AEROTAXI","****","****","FINAL STRETCH","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","SLOW LANDING","ANAPU","PA","BRAZIL","****","2006-09-15","18:30:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27932,9188,"PPXMJ",6270,"AIRPLANE","EMBRAER","EMB-195","UNKNOWN",0,0,0,0,"BRAZIL","PET","EXPERIMENTAL","****","****","UNKNOWN","EXPERIMENTAL","SUBSTANTIAL",NA,"ACCIDENT","HARD LANDING","GAVIÃO PEIXOTO","SP","BRAZIL","****","2006-02-22","00:15:00","UNKNOWN","SERIPA-4","","",NA,"",0,1,NA
27933,9189,"PTMZN",4832,"AIRPLANE","AIRBUS INDUSTRIE","A320-231","JET",2,169755,183,1993,"BRAZIL","TPX","AEROTAXI","****","****","UNKNOWN","AEROTAXI","UNKNOWN",NA,"SERIOUS INCIDENT","EXPLOSIVE / NOT INTENTIONAL DECOMPRESSION","NÃO IDENTIFICADA","RS","BRAZIL","****","2006-11-06","02:35:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27935,825,"PTISF",3992,"AIRPLANE","PIPER AIRCRAFT","PA-34-200","PISTON",2,3999,6,1972,"BRAZIL","TPP","PRIVATE","****","****","UNKNOWN","PRIVATE","DESTROYED",3,"ACCIDENT","ANOTHER TYPES","VITÓRIA","ES","BRAZIL","SBVT","2006-10-13","22:48:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
27952,9191,"PTRST",3992,"AIRPLANE","EMBRAER","EMB-810D","PISTON",2,4750,6,1984,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","DESTROYED",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","GOIÂNIA","GO","BRAZIL","****","2006-11-19","15:00:00","YES","SERIPA-6","FINISHED","",1,"2016-06-06",0,1,NA
27953,9192,"PTYHA",3992,"HELICOPTER","BELL HELICOPTER","206L-3","TURBOSHAFT",1,4149,7,1992,"BRAZIL","TPP","PRIVATE","****","SDWT","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","SÃO PAULO","SP","BRAZIL","SDWT","2006-10-22","19:30:00","YES","SERIPA-4","FINISHED","",1,"2012-08-08",4,1,NA
28015,9193,"PTIXJ",3992,"AIRPLANE","AMERICAN CHAMPION","7GCBC","PISTON",1,1649,2,1973,"BRAZIL","TPP","PRIVATE","****","****","CRUISE","PRIVATE","UNKNOWN",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","BRASÍLIA","DF","BRAZIL","****","2006-10-19","20:00:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28016,9194,"PPFIZ",149,"AIRPLANE","AERO BOERO","AB-180","PISTON",1,1860,2,1992,"BRAZIL","PRI","INSTRUCTION","****","****","MANEUVER","INSTRUCTION","SUBSTANTIAL",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","VACARIA","RS","BRAZIL","****","2006-11-08","16:30:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28033,9195,"PTUKN",4823,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-202","PISTON",1,3968,1,1997,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","SPECIALIZED","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","RIO GRANDE","RS","BRAZIL","****","2006-11-23","10:15:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28053,9196,"PTHZO",3733,"HELICOPTER","HELIBRAS","AS 350 B2","TURBOSHAFT",1,4960,6,1996,"BRAZIL","TPX","AEROTAXI","****","****","LANDING","AEROTAXI","DESTROYED",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","GOIÂNIA","GO","BRAZIL","SBGO","2006-11-16","12:58:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28073,5532,"PTESN",624,"AIRPLANE","EMBRAER","EMB-810C","PISTON",2,4570,6,1978,"BRAZIL","TPX","AEROTAXI","****","****","RUN AFTER LANDING","AEROTAXI","LIGHT",NA,"ACCIDENT","SLOW LANDING","FONTE BOA","AM","BRAZIL","SWOB","2006-12-01","10:50:00","YES","SERIPA-7","IN PROGRESS","",NA,"",0,1,1
28093,664,"PTDQL",3992,"AIRPLANE","CESSNA AIRCRAFT","172L","PISTON",1,2299,4,1971,"BRAZIL","TPP","PRIVATE","****","****","UNKNOWN","PRIVATE","DESTROYED",2,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","BRASÍLIA","DF","BRAZIL","****","2006-12-10","16:00:00","YES","SERIPA-6","FINISHED","",1,"2009-12-30",7,1,NA
28094,9199,"PTYSY",3992,"HELICOPTER","ROBINSON HELICOPTER","R44","PISTON",1,2398,4,1997,"BRAZIL","TPP","PRIVATE","****","****","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","IBIÚNA","SP","BRAZIL","****","2006-11-19","17:00:00","YES","SERIPA-4","FINISHED","",1,"2012-02-22",7,1,NA
28096,6640,"PPHMM",155,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","56-C-1","PISTON",1,1455,2,1962,"BRAZIL","PIN","INSTRUCTION","****","****","RUN AFTER LANDING","INSTRUCTION","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","BENTO GONÇALVES","RS","BRAZIL","****","2006-11-12","20:30:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28114,9202,"PTOYF",153,"AIRPLANE","CESSNA AIRCRAFT","150L","PISTON",1,1598,2,1973,"BRAZIL","PRI","INSTRUCTION","SBBU","SBBU","ANOTHER PHASE","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","INVOLUNTARY ENGINE CUT OFF","BAURU","SP","BRAZIL","SBBU","2006-11-25","16:00:00","YES","SERIPA-4","FINISHED","",1,"2011-12-21",1,1,NA
28115,9203,"PRGLM",2327,"AIRPLANE","BOEING COMPANY","737-322","JET",2,134997,151,1990,"BRAZIL","TPR","REGULAR","****","****","UNKNOWN","REGULAR","UNKNOWN",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","NÃO IDENTIFICADA","SP","BRAZIL","****","2006-10-06","09:07:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,1
28117,9204,"PTJUF",3992,"AIRPLANE","CESSNA AIRCRAFT","210L","PISTON",1,3800,6,1974,"BRAZIL","TPP","PRIVATE","****","****","UNKNOWN","PRIVATE","DESTROYED",NA,"ACCIDENT","ANOTHER TYPES","SÃO GABRIEL DO OESTE","MS","BRAZIL","****","2006-11-14","17:00:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28133,9205,"PPGYH",170,"AIRPLANE","PIPER AIRCRAFT","PA-18","PISTON",1,1499,2,1951,"BRAZIL","PRI","INSTRUCTION","****","****","UNKNOWN","INSTRUCTION","UNKNOWN",NA,"SERIOUS INCIDENT","LOSS OF COMPONENT DURING THE FLIGHT","CARAZINHO","RS","BRAZIL","****","2006-12-17","21:40:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28155,9208,"PRJMS",308,"AIRPLANE","AEROMOT","AMT-600","PISTON",1,1984,2,2005,"BRAZIL","PRI","INSTRUCTION","****","****","TAKEOFF","INSTRUCTION","LIGHT",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","RIO DE JANEIRO","RJ","BRAZIL","****","2006-12-19","18:30:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28156,34547,"FOIJE",5881,"AIRPLANE","EMBRAER","EMB145","JET",2,42328,0,0,"FRENCH","EXT","UNKNOWN","****","****","UNKNOWN","UNKNOWN","UNKNOWN",NA,"SERIOUS INCIDENT","TIRE BURST","BELÉM","PA","BRAZIL","SBBE","2006-12-16","17:40:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28173,9209,"PTUCH",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","PISTON",1,3968,1,1986,"BRAZIL","TPP","PRIVATE","****","****","LOW ALTITUDE NAVIGATION","PRIVATE","DESTROYED",1,"ACCIDENT","LOSS OF CONTROL IN THE AIR","SORRISO","MT","BRAZIL","****","2006-12-11","17:00:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28193,9210,"PTOXF",102,"AIRPLANE","AIR TRACTOR","AT-502","TURBOPROP",1,8000,1,1991,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","SPECIALIZED","AGRICULTURAL","DESTROYED",1,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","MARABÁ","PA","BRAZIL","****","2006-12-09","20:20:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28235,8187,"PTOLJ",624,"AIRPLANE","EMBRAER","EMB-810C","PISTON",2,4570,7,1980,"BRAZIL","TPX","AEROTAXI","****","****","UNKNOWN","AEROTAXI","UNKNOWN",NA,"SERIOUS INCIDENT","AIR TRAFFIC","MANAUS","AM","BRAZIL","SBEG","2006-12-12","09:10:00","YES","SERIPA-7","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28236,9214,"PTUFM",437,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","PISTON",1,3968,1,1990,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","UNKNOWN","AGRICULTURAL","UNKNOWN",NA,"SERIOUS INCIDENT","ENGINE FAILURE DURING THE FLIGHT","NÃO IDENTIFICADA","MT","BRAZIL","****","2006-12-13","12:10:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28256,9215,"PTUKG",4531,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-202","PISTON",1,3968,1,1997,"BRAZIL","SAE","SPECIALIZED","****","****","SPECIALIZED","SPECIALIZED","SUBSTANTIAL",NA,"ACCIDENT","LOW ALTITUDE MANEUVERS","MOGI GUAÇU","SP","BRAZIL","****","2007-01-07","11:30:00","YES","SERIPA-4","FINISHED","",1,"2012-10-17",2,1,NA
28335,9216,"PRJCR",3992,"AIRPLANE","BEECH AIRCRAFT","A36","PISTON",1,3600,6,1986,"BRAZIL","TPP","PRIVATE","SBSR","SBLO","FINAL APPROXIMATION","PRIVATE","DESTROYED",2,"ACCIDENT","TERRAIN COLLISION","LONDRINA","PR","BRAZIL","****","2007-01-19","12:30:00","YES","SERIPA-5","FINISHED","",1,"2013-12-16",1,1,NA
28355,4542,"PTAFV",2176,"AIRPLANE","BEECH AIRCRAFT","95-C55","PISTON",2,5299,6,1966,"BRAZIL","TPX","AEROTAXI","SBBH","SBMK","UNKNOWN","AEROTAXI","DESTROYED",2,"ACCIDENT","STRUCTURAL FAILURE","BOCAIÚVA","MG","BRAZIL","****","2007-01-18","09:10:00","YES","SERIPA-3","FINISHED","",1,"2010-03-19",11,1,NA
28375,9218,"PRMMS",3259,"AIRPLANE","RAYTHEON AIRCRAFT","400A","JET",2,16133,11,2006,"BRAZIL","TPX","AEROTAXI","SSAP","SBSP","TAKEOFF","AEROTAXI","LIGHT",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","APUCARANA","PR","BRAZIL","****","2007-01-26","18:15:00","YES","SERIPA-5","FINISHED","",1,"2007-08-15",1,1,NA
28376,9219,"PTGYW",3737,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","PISTON",1,3968,1,1983,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","LOW ALTITUDE NAVIGATION","AGRICULTURAL","DESTROYED",2,"ACCIDENT","LOSS OF CONTROL IN THE AIR","MOSTARDAS","RS","BRAZIL","****","2006-12-30","13:30:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28377,9220,"PTDOJ",3992,"AIRPLANE","CESSNA AIRCRAFT","182N","PISTON",1,2949,4,1970,"BRAZIL","TPP","PRIVATE","SBIZ","SIME","UNKNOWN","PRIVATE","DESTROYED",3,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","IMPERATRIZ","MA","BRAZIL","****","2007-01-27","11:18:00","YES","SERIPA-1","FINISHED","",1,"2009-11-16",2,1,NA
28379,9221,"PTGNO",469,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201","PISTON",1,3968,1,1976,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","LOW ALTITUDE NAVIGATION","AGRICULTURAL","DESTROYED",1,"ACCIDENT","TERRAIN COLLISION","FORMOSA DO RIO PRETO","BA","BRAZIL","****","2007-01-31","09:40:00","YES","SERIPA-2","FINISHED","",1,"2012-02-22",6,1,NA
28381,9222,"PRABI",4820,"AIRPLANE","CESSNA AIRCRAFT","A188B","PISTON",1,4199,1,1974,"BRAZIL","SAE","SPECIALIZED","****","****","ANOTHER PHASE","SPECIALIZED","UNKNOWN",NA,"ACCIDENT","UNKNOWN","CATANDUVA","SP","BRAZIL","****","2007-01-20","03:00:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28395,7819,"PTRVI",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-810D","PISTON",2,4750,7,1985,"BRAZIL","TPP","PRIVATE","SBCY","****","CRUISE","PRIVATE","DESTROYED",6,"ACCIDENT","STRUCTURAL FAILURE","CHAPADA DOS GUIMARÃES","MT","BRAZIL","****","2007-02-07","10:10:00","YES","SERIPA-6","FINISHED","",1,"2011-12-21",1,1,NA
28437,39147,"DGOMM",3992,"AIRPLANE","PIPER AIRCRAFT","PA34","PISTON",2,0,0,0,"GERMAN","***","UNKNOWN","****","****","UNKNOWN","UNKNOWN","DESTROYED",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","FERNANDO DE NORONHA","PE","BRAZIL","****","2007-02-16","20:45:00","YES","SERIPA-2","FINISHED","UNDEFINED",1,"2014-06-02",1,1,NA
28455,5803,"PTGSD",4285,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","PISTON",1,3968,1,1977,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","ANOTHER PHASE","AGRICULTURAL","DESTROYED",1,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","BALSAS","MA","BRAZIL","****","2007-02-23","18:30:00","YES","SERIPA-1","FINISHED","",1,"2009-04-27",9,1,NA
28475,4304,"PTICU",2176,"AIRPLANE","BEECH AIRCRAFT","58","PISTON",2,5399,6,1971,"BRAZIL","TPX","AEROTAXI","****","****","LANDING","AEROTAXI","SUBSTANTIAL",NA,"SERIOUS INCIDENT","LANDING WITHOUT LANDING GEAR","ARCOVERDE","PE","BRAZIL","****","2007-01-30","16:30:00","YES","SERIPA-2","IN PROGRESS","",NA,"",0,1,NA
28575,4112,"PTLFV",1232,"AIRPLANE","CESSNA AIRCRAFT","310K","PISTON",2,5200,6,1966,"BRAZIL","TPX","AEROTAXI","****","****","TAKEOFF","AEROTAXI","DESTROYED",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","IGUATU","CE","BRAZIL","SNIG","2007-02-09","19:16:00","YES","SERIPA-2","FINISHED","",1,"2008-07-02",3,1,NA
28615,3267,"PPERJ",1517,"HELICOPTER","HELIBRAS","HB-350B","TURBOSHAFT",1,4299,6,1990,"BRAZIL","ADE","DIRECT ADMINISTRATION","****","****","FINAL APPROXIMATION","NOT REGULAR","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","ITABORAÍ","RJ","BRAZIL","****","2007-03-27","15:50:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28617,9228,"PPSEC",970,"AIRPLANE","TWIN COMMANDER","500-S","PISTON",2,6750,8,1972,"BRAZIL","TPX","AEROTAXI","SBPL","SBSV","DESCEND","AEROTAXI","DESTROYED",4,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","SÃO SEBASTIÃO DO PASSÉ","BA","BRAZIL","****","2007-03-14","16:55:00","YES","SERIPA-2","FINISHED","",1,"2009-07-31",10,1,NA
28636,9229,"PTNIG",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-710C","PISTON",1,3000,4,1976,"BRAZIL","TPP","PRIVATE","****","****","RUN AFTER LANDING","PRIVATE","DESTROYED",2,"ACCIDENT","COLLISION AGAINST OBSTACLE ON THE GROUND","COXIM","MS","BRAZIL","****","2007-03-28","17:00:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28735,9231,"PRXYZ",3992,"HELICOPTER","ROBINSON HELICOPTER","R44 II","PISTON",1,2500,4,2006,"BRAZIL","TPP","PRIVATE","****","****","RUSH IN THE AIR","PRIVATE","DESTROYED",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","RAPOSA","MA","BRAZIL","****","2007-03-31","20:15:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28775,9232,"PTKBA",3984,"AIRPLANE","CESSNA AIRCRAFT","U206F","PISTON",1,3600,6,1974,"BRAZIL","TPX","AEROTAXI","SJLU","SJYK","UNKNOWN","AEROTAXI","DESTROYED",2,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CARACARAÍ","RR","BRAZIL","****","2007-03-31","17:15:00","YES","SERIPA-1","FINISHED","",1,"2013-09-13",2,1,NA
28795,9233,"PTLRG",3992,"AIRPLANE","CESSNA AIRCRAFT","210R","PISTON",1,3849,6,1985,"BRAZIL","TPP","PRIVATE","SBGO","****","TAKEOFF","PRIVATE","DESTROYED",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","GOIÂNIA","GO","BRAZIL","SBGO","2007-04-04","14:06:00","YES","SERIPA-6","FINISHED","",1,"2014-08-15",0,1,NA
28815,2405,"PTCDB",3992,"AIRPLANE","CESSNA AIRCRAFT","182G","PISTON",1,2799,4,1964,"BRAZIL","TPP","PRIVATE","****","****","CRUISE","PRIVATE","SUBSTANTIAL",1,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","FERROS","MG","BRAZIL","****","2007-04-07","12:30:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
28915,9235,"PPEIO",4148,"HELICOPTER","HELIBRAS","AS 350 BA","TURBOSHAFT",1,4629,6,1986,"BRAZIL","ADE","DIRECT ADMINISTRATION","SIHC","****","MANEUVER","POLICIAL","DESTROYED",6,"ACCIDENT","COLLISION AGAINST OBSTACLE DURING THE FLIGHT","COLATINA","ES","BRAZIL","****","2007-04-16","06:10:00","YES","SERIPA-3","FINISHED","",1,"2010-11-12",15,1,NA
